Transaction ID,Transaction Date,Transaction Time,Transaction Quantity,Store ID,Store Location,Product ID,Unit Price,Product Category,Product Type,Product Detail
98701,6/11/23,17:16:51,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
98702,6/11/23,17:17:14,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
98702,6/11/23,17:17:14,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
98703,6/11/23,17:20:48,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
98704,6/11/23,17:21:30,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
98705,6/11/23,17:24:29,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
98706,6/11/23,17:25:02,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
98707,6/11/23,17:25:13,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
98708,6/11/23,17:29:38,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
98709,6/11/23,17:34:01,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
98709,6/11/23,17:34:01,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
98710,6/11/23,17:34:10,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
98711,6/11/23,17:38:20,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
98712,6/11/23,17:39:43,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
98713,6/11/23,17:43:17,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
98713,6/11/23,17:43:17,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
98714,6/11/23,17:44:57,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
98715,6/11/23,17:48:17,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
98716,6/11/23,17:48:45,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
98716,6/11/23,17:48:45,2,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
98717,6/11/23,17:49:26,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
98718,6/11/23,17:51:48,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
98719,6/11/23,17:54:24,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
98719,6/11/23,17:54:24,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
98720,6/11/23,17:55:04,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
98721,6/11/23,17:55:34,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
98721,6/11/23,17:55:34,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
98722,6/11/23,17:55:37,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
98722,6/11/23,17:55:37,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
98723,6/11/23,17:55:53,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
98723,6/11/23,17:55:53,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
98724,6/11/23,18:02:22,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
98724,6/11/23,18:02:22,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
98725,6/11/23,18:03:37,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
98726,6/11/23,18:05:27,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
98727,6/11/23,18:09:19,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
98728,6/11/23,18:11:42,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
98728,6/11/23,18:11:42,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
98729,6/11/23,18:11:49,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
98730,6/11/23,18:14:28,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
98730,6/11/23,18:14:28,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
98731,6/11/23,18:14:43,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
98732,6/11/23,18:14:54,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
98733,6/11/23,18:16:37,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
98734,6/11/23,18:17:11,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
98734,6/11/23,18:17:11,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
98735,6/11/23,18:19:43,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
98736,6/11/23,18:20:34,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
98737,6/11/23,18:20:45,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
98738,6/11/23,18:23:58,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
98738,6/11/23,18:23:58,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
98738,6/11/23,18:23:58,1,3,Astoria,82,12,Branded,Housewares,I Need My Bean! Diner mug
98739,6/11/23,18:26:20,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
98740,6/11/23,18:27:31,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
98740,6/11/23,18:27:31,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
98741,6/11/23,18:28:13,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
98741,6/11/23,18:28:13,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
98742,6/11/23,18:31:22,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
98743,6/11/23,18:34:19,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
98744,6/11/23,18:36:29,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
98745,6/11/23,18:39:01,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
98746,6/11/23,18:42:07,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
98747,6/11/23,18:42:10,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
98748,6/11/23,18:45:18,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
98749,6/11/23,18:46:01,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
98750,6/11/23,18:50:01,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
98750,6/11/23,18:50:01,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
98751,6/11/23,18:55:07,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
98752,6/11/23,18:55:18,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
98753,6/11/23,18:55:48,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
98754,6/11/23,18:59:04,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
98755,6/11/23,18:59:39,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
98756,6/11/23,19:02:07,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
98757,6/11/23,19:02:29,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
98757,6/11/23,19:02:29,1,8,Hell's Kitchen,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate
98758,6/11/23,19:08:16,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
98758,6/11/23,19:08:16,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
98758,6/11/23,19:08:16,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
98759,6/11/23,19:09:00,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
98760,6/11/23,19:10:12,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
98760,6/11/23,19:10:12,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
98761,6/11/23,19:10:28,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
98762,6/11/23,19:11:47,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
98763,6/11/23,19:17:53,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
98764,6/11/23,19:19:42,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
98764,6/11/23,19:19:42,2,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
98764,6/11/23,19:19:42,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
98765,6/11/23,19:21:52,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
98766,6/11/23,19:23:08,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
98767,6/11/23,19:23:16,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
98767,6/11/23,19:23:16,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
98768,6/11/23,19:25:41,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
98769,6/11/23,19:27:44,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
98769,6/11/23,19:27:44,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
98770,6/11/23,19:32:28,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
98771,6/11/23,19:35:22,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
98771,6/11/23,19:35:22,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
98772,6/11/23,19:38:21,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
98773,6/11/23,19:42:06,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
98774,6/11/23,19:45:34,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
98774,6/11/23,19:45:34,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
98775,6/11/23,19:48:27,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
98775,6/11/23,19:48:27,1,3,Astoria,11,8.95,Loose Tea,Herbal tea,Lemon Grass
98776,6/11/23,19:48:35,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
98777,6/11/23,19:51:30,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
98778,6/11/23,19:53:00,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
98778,6/11/23,19:53:00,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
98779,6/11/23,19:57:02,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
98780,6/11/23,19:57:07,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
98781,6/12/23,6:06:18,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
98782,6/12/23,6:06:24,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
98783,6/12/23,6:06:38,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
98783,6/12/23,6:06:38,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
98784,6/12/23,6:10:52,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
98785,6/12/23,6:14:58,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
98786,6/12/23,6:17:44,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
98787,6/12/23,6:21:49,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
98788,6/12/23,6:22:00,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
98788,6/12/23,6:22:00,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
98789,6/12/23,6:22:10,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
98790,6/12/23,6:22:45,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
98791,6/12/23,6:23:13,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
98792,6/12/23,6:24:53,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
98793,6/12/23,6:25:13,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
98794,6/12/23,6:28:30,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
98794,6/12/23,6:28:30,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
98795,6/12/23,6:28:46,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
98795,6/12/23,6:28:46,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
98796,6/12/23,6:29:13,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
98796,6/12/23,6:29:13,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant
98796,6/12/23,6:29:13,1,5,Lower Manhattan,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate
98797,6/12/23,6:30:22,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
98798,6/12/23,6:30:45,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
98799,6/12/23,6:33:11,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
98800,6/12/23,6:33:48,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
98801,6/12/23,6:33:52,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
98801,6/12/23,6:33:52,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
98802,6/12/23,6:34:34,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
98803,6/12/23,6:35:41,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
98804,6/12/23,6:36:13,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
98805,6/12/23,6:36:55,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
98805,6/12/23,6:36:55,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
98806,6/12/23,6:37:17,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
98806,6/12/23,6:37:17,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
98807,6/12/23,6:37:46,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
98807,6/12/23,6:37:46,3,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
98807,6/12/23,6:37:46,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
98808,6/12/23,6:37:57,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
98809,6/12/23,6:39:00,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
98810,6/12/23,6:39:49,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
98811,6/12/23,6:41:19,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
98812,6/12/23,6:41:32,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
98812,6/12/23,6:41:32,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
98813,6/12/23,6:41:44,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
98813,6/12/23,6:41:44,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
98814,6/12/23,6:42:12,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
98815,6/12/23,6:42:18,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
98816,6/12/23,6:43:09,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
98816,6/12/23,6:43:09,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
98817,6/12/23,6:43:22,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
98818,6/12/23,6:44:00,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
98819,6/12/23,6:45:25,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
98820,6/12/23,6:47:47,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
98821,6/12/23,6:48:07,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
98821,6/12/23,6:48:07,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
98822,6/12/23,6:49:35,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
98823,6/12/23,6:50:31,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
98824,6/12/23,6:50:46,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
98825,6/12/23,6:50:48,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
98825,6/12/23,6:50:48,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
98826,6/12/23,6:50:56,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
98827,6/12/23,6:51:20,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
98828,6/12/23,6:51:21,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
98829,6/12/23,6:52:21,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
98830,6/12/23,6:53:14,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
98830,6/12/23,6:53:14,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
98831,6/12/23,6:53:58,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
98832,6/12/23,6:54:10,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
98833,6/12/23,6:54:30,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
98834,6/12/23,6:54:41,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
98834,6/12/23,6:54:41,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
98835,6/12/23,6:56:10,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
98836,6/12/23,6:56:13,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
98836,6/12/23,6:56:13,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
98837,6/12/23,6:57:04,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
98838,6/12/23,6:57:55,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
98838,6/12/23,6:57:55,3,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
98838,6/12/23,6:57:55,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
98839,6/12/23,6:58:28,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
98839,6/12/23,6:58:28,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
98840,6/12/23,6:58:37,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
98840,6/12/23,6:58:37,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
98840,6/12/23,6:58:37,1,5,Lower Manhattan,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate
98841,6/12/23,6:59:25,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
98842,6/12/23,6:59:50,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
98843,6/12/23,6:59:57,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
98844,6/12/23,7:00:32,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
98845,6/12/23,7:01:08,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
98846,6/12/23,7:01:25,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
98847,6/12/23,7:01:32,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
98848,6/12/23,7:01:53,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
98849,6/12/23,7:02:13,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
98850,6/12/23,7:04:13,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
98850,6/12/23,7:04:13,3,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
98851,6/12/23,7:04:32,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
98852,6/12/23,7:05:37,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
98852,6/12/23,7:05:37,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone
98853,6/12/23,7:05:48,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
98853,6/12/23,7:05:48,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
98854,6/12/23,7:05:53,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
98855,6/12/23,7:06:05,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
98855,6/12/23,7:06:05,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
98856,6/12/23,7:06:10,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
98857,6/12/23,7:06:11,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
98857,6/12/23,7:06:11,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
98858,6/12/23,7:06:13,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
98858,6/12/23,7:06:13,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant
98859,6/12/23,7:06:14,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
98860,6/12/23,7:07:25,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
98861,6/12/23,7:07:44,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
98862,6/12/23,7:07:53,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
98863,6/12/23,7:08:59,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
98864,6/12/23,7:09:03,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
98865,6/12/23,7:09:18,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
98866,6/12/23,7:09:53,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
98867,6/12/23,7:10:04,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
98868,6/12/23,7:11:22,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
98869,6/12/23,7:11:32,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
98870,6/12/23,7:11:34,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
98871,6/12/23,7:12:08,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
98871,6/12/23,7:12:08,3,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
98872,6/12/23,7:13:11,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
98872,6/12/23,7:13:11,1,5,Lower Manhattan,7,19.75,Coffee beans,Premium Beans,Jamacian Coffee River
98873,6/12/23,7:13:28,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
98873,6/12/23,7:13:28,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
98874,6/12/23,7:14:03,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
98875,6/12/23,7:15:18,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
98876,6/12/23,7:15:19,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
98877,6/12/23,7:15:20,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
98878,6/12/23,7:16:02,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
98879,6/12/23,7:16:09,1,3,Astoria,11,8.95,Loose Tea,Herbal tea,Lemon Grass
